1 0
2 5
3 10
4 15
5 20
6 25
7 30
8 35
9 40
10 45
11 50
12 55
13 60
14 65
15 70
16 75
17 80
18 85
19 90
20 95
21 100
22 105
23 110
24 115
25 120
26 125
27 130
28 135
29 140
30 145
31 150
32 155
33 160
34 165
35 170
36 175
37 180
38 185
39 190
40 195
41 200
42 205
43 210
44 215
45 220
46 225
47 230
48 235
49 240
50 245
51 250
52 255
53 260
54 265
55 270
56 275
57 280
58 285
59 290
60 295
61 300
62 305
63 310
64 315
65 320
66 325
67 330
68 335
69 340
70 345
71 350
72 355
73 360
74 365
75 370
76 375
77 380
78 385
79 390
80 395
81 400
82 405
83 410
84 415
85 420
86 425
87 430
88 435
89 440
90 445
91 450
92 455
93 460
94 465
95 470
96 475
